AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
3,34,4,74,557,105,9,8,11,4,41,3,34,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,728,74,519,110,364,105,1,37,0,0,281,400,76,2,322,0,0,0,0,0,23,17,30,13,0,3,0,0,0.2,119,0,0,63,278,387,1523,968,2491,665,14541,360,520212,0,1,82,19,17,7,0
5,37,8,38,213,82,9,7,10,4,49,5,37,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,326,38,190,41,135,82,2,22,0,0,102,144,21,2,121,0,0,0,0,0,18,14,20,13,0,4,0,0,0.43,45,0,0,20,99,148,632,399,1031,247,6415,127,286626,0,2,9,3,1,1,0
5,37,2,192,1254,94,9,8,10,4,44,5,37,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,192,1216,232,880,94,1,37,0,0,690,931,150,4,777,0,0,0,0,0,66,48,68,31,0,6,0,0,0.08,255,0,0,125,545,973,3967,2802,6769,1518,42629,704,1968024,1,2,77,22,25,14,0
2,25,5,43,480,151,6,6,7,2,31,2,25,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,644,43,450,175,319,151,6,24,0,0,207,284,60,1,223,0,0,0,0,0,19,19,26,5,0,6,0,0,0.34,76,0,0,26,214,252,1001,708,1709,466,9692,287,370337,2,0,65,20,19,6,0
4,59,11,15,141,52,16,11,17,5,71,4,59,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,201,15,122,15,96,52,1,18,0,0,71,105,12,1,92,0,0,0,0,0,31,21,32,9,0,3,0,0,0.43,32,0,0,10,42,83,321,206,527,125,3546,50,167678,0,0,12,4,0,0,0
7,46,7,40,223,58,9,8,10,1,59,7,33,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,316,40,143,23,103,43,49,44,0,0,74,111,18,0,93,0,0,0,0,0,33,29,37,1,0,3,0,0,0.3,36,0,0,4,46,112,451,334,785,158,5318,59,273643,0,0,4,3,0,0,0
2,48,2,15,166,42,12,12,13,5,53,2,46,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,222,15,140,17,103,42,4,22,0,0,75,103,14,5,84,0,0,0,0,0,17,17,22,13,0,4,0,0,0.3,35,0,0,17,63,139.1428571,541.5714286,356.7142857,898.2857143,202.1428571,5731.571429,80.85714286,210190,0.857142857,0,35.71428571,4.857142857,2.142857143,1.857142857,0
1,16,1,27,178,49,4,4,4,3,18,1,16,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253,27,159,27,90,49,1,18,0,0,72,108,17,1,90,0,0,0,0,0,7,7,9,7,0,2,0,0,0.31,36,0,0,30,140.7142857,151.2857143,495.8571429,277,772.8571429,292,4036.857143,120,99980.71429,0,0,20.71428571,11.42857143,9.428571429,7.142857143,0
0,0,0,25,147,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,2,1,1,0,31,199,24,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,10.57142857,14.57142857,61.85714286,36.28571429,98.14285714,25.14285714,583.1428571,13.71428571,20060.28571,0,1.857142857,1.428571429,0.714285714,0.142857143,0.142857143,0
0,0,0,5,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,19,19,18,30,1,9,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,5.285714286,13.14285714,67.42857143,50.57142857,118,18.42857143,801.8571429,9.571428571,51589.71429,0,0,4.714285714,1,0.142857143,0.142857143,0
1,17,0,12,71,31,4,4,5,3,19,1,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,113,12,53,14,30,31,1,17,0,0,27,40,11,0,29,0,0,0,0,0,6,6,8,4,0,2,0,0,0.58,13,0,0,9,69.57142857,99,470.5714286,305.1428571,775.7142857,168.5714286,5160.857143,80.71428571,364320.1429,0,0,16,2.714285714,4.857142857,3,0
9,85,5,53,411,89,19,17,20,8,99,9,85,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,551,53,378,71,299,89,7,29,0,0,201,276,40,0,236,0,0,0,0,0,71,61,74,32,0,6,0,0,0.24,77,0,0,35,75,176,913,613,1526,251,10848,114,829546,0,1,27,6,1,1,0
2,13,0,16,106,41,3,3,3,1,15,2,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,162,16,91,66,72,41,6,13,0,0,25,33,10,1,22,0,0,0,0,0,5,5,5,1,0,2,0,0,0.45,8,0,0,3,45,40,116,90,206,85,1071,49,27729,0,0,6,5,2,2,0
0,0,0,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,3,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857142857,10.85714286,28.42857143,20.71428571,49.14285714,18.71428571,257,7.142857143,4599.285714,0,0,0,0,0.142857143,0.142857143,0
3,16,2,24,90,40,2,2,3,1,21,3,16,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,153,24,69,23,38,40,4,20,0,0,45,52,18,0,34,0,0,0,0,0,4,4,4,1,0,2,0,0,0.58,9,0,0,4,56,98.28571429,295.4285714,226.1428571,521.5714286,154.2857143,3271.571429,53.57142857,107487.8571,0.142857143,0,7.571428571,0.714285714,1.571428571,1.285714286,0
0,9,0,7,40,30,2,2,2,1,9,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7,26,6,14,30,6,12,0,0,9,15,3,0,12,0,0,0,0,0,2,2,2,1,0,1,0,0,1.15,6,0,0,3,33.85714286,33.71428571,98.71428571,55.57142857,154.2857143,67.57142857,726.1428571,28,10937.42857,0,0,1.714285714,0.428571429,0,0,0
0,0,0,7,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,97.57142857,69.28571429,166.8571429,51,977.2857143,22.57142857,23692.42857,0,0,3.714285714,0.571428571,0,0,0
0,0,0,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71428571,23.85714286,82.85714286,55.57142857,138.4285714,39.57142857,799.4285714,18,22917.42857,0,0,1.428571429,0.142857143,0.142857143,0.142857143,0
2,21,4,8,35,34,5,5,5,1,27,2,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,8,21,7,11,34,6,12,0,0,14,19,6,0,13,0,0,0,0,0,5,5,5,1,0,3,0,0,1.62,5,0,0,1,21.85714286,18.85714286,64.57142857,48.57142857,113.1428571,40.71428571,604.8571429,27.42857143,16602.85714,0,0,1,1,2,2,0
3,21,7,9,35,37,4,4,4,1,31,3,21,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,21,7,12,37,6,12,0,0,16,20,6,0,14,0,0,0,0,0,4,4,4,1,0,2,0,0,1.76,4,0,0,1,29.14285714,29.85714286,112.2857143,82.28571429,194.5714286,59,1080,39.85714286,34389.42857,0,0,5.857142857,1.571428571,3.428571429,2.714285714,0
6,44,2,21,113,34,13,12,15,1,50,6,44,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,164,21,93,14,67,34,1,19,0,0,45,71,11,0,60,0,0,0,0,0,24,22,28,1,0,3,0,0,0.37,25,0,0,2,36,60,258,184,442,96,2785,53,139340,0,0,6,1,0,0,0
0,11,0,8,47,30,3,3,3,1,11,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,35,7,20,30,1,11,0,0,9,17,4,0,13,0,0,0,0,0,4,4,4,1,0,3,0,0,0.86,8,0,0,3,54.14285714,69.85714286,275.5714286,191.5714286,467.1428571,124,2689.142857,66,119805.2857,0,0,16.85714286,3,4.428571429,1.714285714,0
7,58,1,13,75,31,15,15,16,4,66,7,58,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,13,59,8,43,31,1,15,0,0,36,50,6,1,43,0,0,0,0,0,15,15,16,4,0,4,0,0,0.53,15,0,0,4,31.28571429,54.14285714,231.7142857,175.4285714,407.1428571,85.42857143,2575.142857,51,119220.8571,0,0,3.428571429,2.285714286,0.285714286,0.142857143,0
3,59,1,9,72,31,20,20,21,7,63,3,59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,60,7,46,31,1,11,0,0,35,55,6,1,48,0,0,0,0,0,20,20,21,7,0,3,0,0,0.52,20,0,0,7,80.57142857,118.1428571,555.7142857,336.7142857,892.4285714,198.7142857,5736.571429,102.4285714,263614.1429,0,0,1.714285714,0.714285714,0.142857143,0.142857143,0
3,35,5,54,418,121,10,8,11,2,41,3,35,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,542,54,385,81,253,121,1,32,0,0,251,353,69,20,264,0,0,0,0,0,50,34,52,14,0,6,0,0,0.31,101,0,0,26,157,206,939,603,1542,363,9661,213,576936,0,1,42,8,17,8,0
1,43,0,19,199,44,11,9,14,5,44,1,43,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,260,19,186,29,134,44,1,12,0,0,114,162,24,3,135,0,0,0,0,0,30,22,34,12,0,5,0,0,0.24,45,0,0,21,89,85,470,281,751,174,4396,155,223059,0,0,29,8,7,3,0
2,23,0,15,92,32,7,5,9,2,25,2,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,137,15,75,14,51,32,1,16,0,0,36,59,10,2,47,0,0,0,0,0,16,11,23,4,0,3,0,0,0.43,21,0,0,6,47,52,190,117,307,99,1759,54,73856,0,0,6,2,0,0,0
2,30,1,31,247,37,7,6,7,2,33,2,30,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,307,31,224,54,143,37,1,22,0,0,147,188,37,4,147,0,0,0,0,0,16,12,17,4,0,3,0,0,0.17,47,0,0,15,141,167,738,450,1188,308,6853,185,263650,0,5,34,12,10,6,0
3,24,1,30,146,40,7,7,9,3,29,3,24,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,213,30,130,27,87,40,1,15,0,0,69,107,21,3,83,0,0,0,0,0,27,23,30,12,0,4,0,0,0.31,37,0,0,16,77,95,360,224,584,172,3444,82,130729,0,0,5,2,2,1,0
4,44,2,48,371,44,11,10,13,5,49,4,44,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,459,48,352,49,260,44,1,18,0,0,190,269,30,1,238,0,0,0,0,0,30,26,33,13,0,4,0,0,0.13,87,0,0,40,158,232,1101,704,1805,390,11262,223,619203,0,0,10,3,7,1,0
5,49,9,64,462,217,10,10,12,7,61,5,49,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,699,64,401,87,275,217,5,59,0,0,263,333,71,0,262,0,0,0,0,0,18,18,23,14,0,4,0,0,0.54,73,0,0,52,193,258,1068,708,1776,451,10936,269,508045,0,4,168,20,98,11,0
2,15,0,16,57,35,3,3,4,1,17,2,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,108,16,51,18,25,35,0,6,0,0,32,40,13,0,27,0,0,0,0,0,5,5,6,3,0,2,0,0,0.69,10,0,0,5,54,52,150,105,255,106,1349,52,27872,0,0,6,2,0,0,0
4,27,1,193,886,73,6,6,7,2,31,4,26,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,193,835,173,558,71,21,33,0,0,519,708,141,4,563,0,0,0,0,0,26,26,34,12,0,5,0,0,0.09,189,0,0,66,449,727,2687,1906,4593,1176,26685,533,731628,2,0,199,39,36,16,0
4,22,0,43,174,65,5,5,6,2,26,4,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,279,43,147,43,93,65,5,22,0,0,82,114,28,0,86,0,0,0,0,0,8,8,9,7,0,2,0,0,0.44,31,0,0,16,105,103,354,242,596,208,3164,122,84842,1,0,12,6,4,3,0
0,0,0,38,109,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,5,1,1,0,28,161,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,0,0
0,0,0,13,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,1,1,0,35,35,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,6,1,1,0,35,35,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.714285714,0,0,0,0,0
0,0,0,41,224,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,7,1,1,0,35,276,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,4.285714286,0,0,0,0,0
0,0,0,4,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,1,1,0,34,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,9.428571429,9.714285714,45.57142857,26.57142857,72.14285714,19.14285714,427.2857143,12.71428571,19862.57143,0,0,1.714285714,0.428571429,0.142857143,0.142857143,0
5,34,6,57,331,105,9,9,11,2,43,5,34,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,479,57,314,66,215,105,0,17,0,0,184,248,41,1,206,0,0,0,0,0,24,21,33,7,0,3,0,0,0.33,81,0,0,26,194,289,1055,691,1746,483,11018,218,481860,0,1,14,7,0,0,0
2,53,20,29,389,195,16,13,18,12,69,2,53,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,573,29,373,45,280,195,6,14,0,0,200,316,34,14,268,0,0,0,0,0,33,25,42,22,0,6,0,0,0.52,112,0,0,87,176,184,945,483,1428,360,8470,220,350312,0,0,1,1,7,3,0
2,53,9,24,195,88,13,10,15,8,58,2,51,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,275,24,168,33,113,88,7,23,0,0,110,150,30,3,117,0,0,0,0,0,23,13,23,13,0,4,0,0,0.52,40,0,0,24,32,42,172,106,278,74,1462,40,33668,0,0,22,3,10,5,0
1,37,2,12,128,41,13,11,15,7,38,1,37,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,174,12,112,13,87,41,6,14,0,0,70,112,10,7,95,0,0,0,0,0,31,25,34,21,0,4,0,0,0.37,40,0,0,23,64,67.57142857,388.2857143,170.5714286,558.8571429,131.5714286,3341.428571,80.57142857,125149.4286,0,0,21,4.857142857,1,1,0
1,55,1,7,71,35,17,16,24,7,57,1,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,7,55,6,44,35,6,14,0,0,43,61,5,7,49,0,0,0,0,0,17,16,24,7,0,3,0,0,0.64,17,0,0,7,102.4285714,120,559,318.1428571,877.1428571,222.4285714,5245.571429,126.7142857,233987,0,0,20.28571429,5.714285714,7.714285714,3.714285714,0
1,26,5,9,69,48,7,7,8,4,30,1,26,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,9,52,8,36,48,6,15,0,0,29,43,6,0,37,0,0,0,0,0,9,9,10,8,0,4,0,0,0.92,14,0,0,9,65,117,435,259,694,182,4181,71,112028,0,0,14,1,1,1,0
1,26,1,12,98,36,7,7,8,1,28,1,26,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,145,12,81,13,55,36,6,15,0,0,39,61,10,1,50,0,0,0,0,0,9,9,11,3,0,3,0,0,0.44,22,0,0,5,178.4285714,214.2857143,819.1428571,559.8571429,1379,392.7142857,7746.142857,229.4285714,247838.2857,1.714285714,0.857142857,16.28571429,3.428571429,8.571428571,2.571428571,0
2,45,7,10,106,52,16,10,18,9,50,2,45,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,10,90,10,72,52,6,14,0,0,45,78,8,1,69,0,0,0,0,0,25,14,30,14,0,4,0,0,0.58,31,0,0,19,43,54,221,113,334,97,1933,43,48011,0,0,0,0,1,1,0
3,47,4,25,232,53,14,13,17,2,54,3,47,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,306,25,205,38,143,53,1,26,0,0,123,180,31,7,142,0,0,0,0,0,22,22,25,7,0,4,0,0,0.26,57,0,0,10,87,120,592,352,944,207,5614,129,235688,1,2,14,5,2,2,0
1,27,0,8,45,42,10,10,12,5,28,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,27,5,17,42,6,18,0,0,15,25,4,4,17,0,0,0,0,0,10,10,12,5,0,4,0,0,1.56,10,0,0,5,22,19,83,46,129,41,691,26,17966,0,0,1,1,0,0,0
4,42,1,74,644,46,12,9,13,5,46,4,42,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,754,74,624,105,463,46,2,19,0,0,318,474,73,1,400,0,0,0,0,0,75,54,84,40,0,4,0,0,0.07,165,0,0,71,278,444,1728,1121,2849,722,18189,325,928697,1,5,35,15,9,8,0
2,22,1,183,1354,275,11,10,14,2,24,2,21,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,180,1261,334,814,275,32,66,0,0,638,958,177,79,702,0,0,0,0,0,56,46,71,14,0,6,0,0,0.22,559,0,0,131,635,785,2685,1618,4303,1420,23647,640,653095,1,0,70,27,29,15,0
3,14,0,12,45,31,3,3,3,1,16,3,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,31,10,16,31,1,13,0,0,15,22,7,0,15,0,0,0,0,0,5,5,5,1,0,2,0,0,1,6,0,0,2,28.14285714,29.28571429,83.71428571,50.85714286,134.5714286,57.42857143,678.2857143,23.42857143,11853.42857,0,0,2.428571429,1,0.285714286,0.285714286,0
5,59,10,32,266,76,16,11,19,4,71,5,59,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,362,32,242,39,183,76,1,23,0,0,141,204,33,1,170,0,0,0,0,0,51,30,57,10,0,4,0,0,0.31,65,0,0,16,78.85714286,133.7142857,547.7142857,373.7142857,921.4285714,212.5714286,6037.714286,123.4285714,327598.2857,0,0.857142857,25.71428571,3.428571429,3.428571429,1.714285714,0
4,19,2,22,75,39,4,4,4,2,25,4,19,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,132,22,60,19,41,39,1,15,0,0,37,47,16,0,31,0,0,0,0,0,5,5,5,4,0,1,0,0,0.65,11,0,0,8,37,52.28571429,135.8571429,92.85714286,228.7142857,89.28571429,1249.428571,33,16430.85714,0,0,0,0,0,0,0
3,35,3,46,361,66,10,8,10,4,41,3,35,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,462,46,326,92,230,66,2,34,0,0,170,251,53,0,198,0,0,0,0,0,26,19,26,12,0,4,0,0,0.2,78,0,0,33,161.4285714,245.4285714,931.2857143,648.4285714,1579.714286,406.8571429,9636.428571,202.1428571,385284.5714,1.285714286,0,33.85714286,9,1.857142857,0.571428571,0
5,66,10,45,436,101,13,12,16,2,81,5,58,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,582,44,357,57,259,100,43,39,0,0,193,267,46,0,221,0,0,0,0,0,42,35,56,6,0,5,0,0,0.28,78,0,0,13,145.8571429,346.7142857,1489.857143,1207.571429,2697.428571,492.5714286,18987.71429,218.5714286,1256196.286,9,0,71.28571429,10.85714286,21.71428571,5.142857143,1
6,39.14285714,6,112.8571429,562.4285714,130,7,7,7,1,51,6,38.14285714,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,795.2857143,112.8571429,534.4285714,116,376.4285714,130,10,22,0,0,330,414.7142857,85,0,329.7142857,0,0,0,0,0,47.57142857,47,56.14285714,5.714285714,0,5,0,0,0.24,85.57142857,0,0,21.71428571,201,421.2857143,1809,1491,3300,622.2857143,22465.14286,280.2857143,1559073.143,7.714285714,0,103.5714286,19,63.42857143,10.28571429,0
5,19,2,14,53,35,5,4,6,1,25,5,19,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,14,41,13,23,35,0,12,0,0,24,32,7,0,25,0,0,0,0,0,9,7,10,1,0,2,0,0,0.85,10,0,0,2,45.57142857,55.85714286,165.4285714,93.42857143,258.8571429,101.4285714,1403.857143,38.14285714,26826.85714,0,0,2.857142857,1.714285714,0.857142857,0.857142857,0
1,30,2,14,146,48,7,6,7,5,33,1,26,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,204,14,113,32,68,48,11,22,0,0,59,86,22,2,62,0,0,0,0,0,12,10,12,8,0,4,0,0,0.42,27,0,0,20,79,93.42857143,366.7142857,229,595.7142857,172.4285714,3430.428571,95.57142857,101556.5714,0,0,4.714285714,3.714285714,0,0,1
1,25,8,45,488,209,5,4,8,3,32,1,24,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,684,45,444,86,301,209,15,30,0,0,251,331,65,4,262,0,0,0,0,0,14,8,20,8,0,2,0,0,0.47,80,0,0,58,249.1428571,360.5714286,1185.428571,807.7142857,1993.142857,609.7142857,10938.85714,274.2857143,236375,0,3.428571429,74.85714286,14.71428571,22.28571429,13.71428571,0
2,34,10,26,213,92,9,7,10,2,46,2,34,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,317,26,195,49,147,92,1,17,0,0,111,158,41,0,117,0,0,0,0,0,31,22,32,5,0,2,0,0,0.47,47,0,0,13,117.2857143,232.8571429,685.5714286,472.4285714,1158,350.1428571,7369,125.8571429,208183.1429,0,0.285714286,16.57142857,4.857142857,1.857142857,1.285714286,0
1,36,14,28,238,183,7,7,15,4,50,1,36,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,442,25,212,44,159,183,13,16,0,0,113,141,29,2,110,0,0,0,0,0,24,24,57,12,0,4,0,0,0.86,35,0,0,20,81.14285714,104.2857143,617.7142857,472.4285714,1090.142857,185.4285714,6745.714286,135.4285714,508729.7143,0.142857143,2,21.14285714,6.428571429,17.42857143,1.571428571,0
1,14,0,39,311,88,3,3,4,2,15,1,13,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,411,38,268,100,165,83,33,15,0,0,136,193,61,0,132,0,0,0,0,0,10,10,14,5,0,3,0,0,0.31,59,0,0,39,291.4285714,298.2857143,1098,746.5714286,1844.571429,589.7142857,9838.428571,342.7142857,302754.5714,0,1.857142857,66.57142857,23.14285714,27.28571429,14.14285714,0
2,26,2,71,647,126,7,6,8,3,30,2,26,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,822,71,619,143,406,126,1,27,0,0,330,477,108,5,364,0,0,0,0,0,14,12,23,8,0,4,0,0,0.2,150,0,0,69,109.2857143,172.5714286,650.8571429,445.1428571,1096,281.8571429,6790.285714,134.2857143,276985,0,0.142857143,53.71428571,17,10.71428571,4.428571429,0
3,37,1,18,131,36,10,9,12,5,41,3,37,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,183,18,118,19,84,36,1,12,0,0,65,93,13,3,77,0,0,0,0,0,21,18,23,11,0,5,0,0,0.31,30,0,0,15,58.85714286,60.14285714,277.1428571,161.7142857,438.8571429,119,2586.714286,77.57142857,119278.7143,0,0,10.28571429,2.571428571,0.857142857,0.857142857,0
